Category;Category 2;AGB Code;CIQUAL Code;French name;English name;Recipe name;Recipe LCI name;Recipe origin;Proxy from another recipe
entrées et plats composés;plats composés;25590;25590;Falafel ou Boulette de pois-chiche et/ou fève, préemballé;Falafel, prepacked;Falafel, prepacked;Falafel, prepacked, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
lait et produits laitiers;produits laitiers frais et assimilés; 19539;19539;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, flavoured, with sugar, with bifidus;Yogurt, fermented milk or dairy specialty, flavoured, with sugar;Yogurt, fermented milk or dairy specialty, flavoured, with sugar, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;
lait et produits laitiers;produits laitiers frais et assimilés; 19542;19542;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, with fruits, with sugar, with bifidus;Yogurt, fermented milk or dairy specialty, w fruits, with sugar, ITK2;Yogurt, fermented milk or dairy specialty, w fruits, with sugar, ITK2, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;
entrées et plats composés;plats composés; 25038;25038;Gratin ou cassolette de poisson et / ou fruits de mer, cuit;Fish and shrimp 'au gratin', previously frozen;Fish or seafood au gratin, intended to be cook, frozen;Fish or seafood au gratin, intended to be cook, frozen, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25154;25154;Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson;Fish brandade or fish shepherd's pie;Fish brandade or fish shepherd's pie;Fish brandade or fish shepherd's pie, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;sandwichs; 25416;25416;Burger au poisson;Fish burger, fast foods restaurant;Fish burger, fast foods restaurant;Fish burger, fast foods restaurant, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Hamburger, from fast foods restaurant
entrées et plats composés;plats composés; 25037;25037;Gratin ou cassolette de poisson et / ou fruits de mer, à cuire;Fish or seafood au gratin, intended to be cook;Fish or seafood au gratin, intended to be cook;Fish or seafood au gratin, intended to be cook, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;feuilletées et autres entrées; 25151;25151;Feuilleté au poisson et / ou fruits de mer;Fish or seafood in puff pastry;Fish or seafood in puff pastry;Fish or seafood in puff pastry, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries; 8932;8932;Quenelle de poisson, en sauce;Fish quenelle, in sauce;Fish quenelle, in sauce;Fish quenelle, in sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries; 8933;8933;Quenelle de poisson, crue;Fish quenelle, raw;Fish quenelle, raw;Fish quenelle, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 8291;8291;Terrine de poisson;Fish terrine;Fish terrine;Fish terrine, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25086;25086;Poisson blanc à la bordelaise;Fish w bordelaise sauce;White fish with shallots, mussels and white wine sauce;White fish with shallots, mussels and white wine sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 26030;26030;Poisson pané, frit;Fish, breaded, fried;Fish, breaded, fried;Fish, breaded, fried, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 26029;26029;Poisson pané, surgelé, cru;Fish, breaded, frozen, raw;Fish, breaded, frozen;Fish, breaded, frozen, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 26028;26028;Poisson, croquette ou beignet ou nuggets, frit;Fish, croquette, fritter or nuggets, fried;Fish, croquette, fritter or nuggets, fried;Fish, croquette, fritter or nuggets, fried, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 26054;26054;Poisson en sauce, surgelé;Fish, in sauce, frozen;White fish with Florentine-style sauce (spinach sauce), frozen;White fish with Florentine-style sauce (spinach sauce), frozen, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;pizzas, tartes et crêpes salées; 25550;25550;Flammenkueche ou Tarte flambée aux lardons;Flamed tart (thin-crusted onion tart with cream and lardoons);Flamed tart (thin-crusted onion tart with cream and lardoons);Flamed tart (thin-crusted onion tart with cream and lardoons), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23525;23525;Flan pâtissier aux oeufs ou à la parisienne;Flan tart with eggs;Flan tart with eggs;Flan tart with eggs, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
lait et produits laitiers;produits laitiers frais et assimilés; 19674;19674;Flan aux œufs, rayon frais;Flan with eggs, refrigerated;Flan with eggs, refrigerated;Flan with eggs, refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
lait et produits laitiers;produits laitiers frais et assimilés; 39215;39215;Ile flottante, rayon frais;Floating island (meringue poached in milk and served in a light custard cream), refrigerated;Floating island (meringue poached in milk and served in a light custard cream), refrigerated;Floating island (meringue poached in milk and served in a light custard cream), refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24056;24056;Florentin (biscuit sec sucré chocolaté aux amandes);Florentine biscuit (chocolate sweet biscuit (cookie) with almonds);Biscuit (cookie), plain;Biscuit (cookie), plain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;sandwichs; 7811;7811;Focaccia, garnie;Focaccia, filled;Pizza, ham and cheese;Pizza, ham and cheese, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
